Treatment,Tub,Date,Time,DateTime,Temperature (°F),Temperature (°C)
Ambient,2,2023-02-09,6:53,2023-02-09 06:53,72.718,22.62111111
Ambient,2,2023-02-09,7:08,2023-02-09 07:08,74.098,23.38777778
Ambient,2,2023-02-09,7:23,2023-02-09 07:23,73.926,23.29222222
Ambient,2,2023-02-09,7:38,2023-02-09 07:38,73.58,23.1
Ambient,2,2023-02-09,7:53,2023-02-09 07:53,73.062,22.81222222
Ambient,2,2023-02-09,8:08,2023-02-09 08:08,72.718,22.62111111
Ambient,2,2023-02-09,8:23,2023-02-09 08:23,73.234,22.90777778
Ambient,2,2023-02-09,8:38,2023-02-09 08:38,74.098,23.38777778
Ambient,2,2023-02-09,8:53,2023-02-09 08:53,73.926,23.29222222
Ambient,2,2023-02-09,9:08,2023-02-09 09:08,73.58,23.1
Ambient,2,2023-02-09,9:23,2023-02-09 09:23,73.062,22.81222222
Ambient,2,2023-02-09,9:38,2023-02-09 09:38,72.718,22.62111111
Ambient,2,2023-02-09,9:53,2023-02-09 09:53,72.372,22.42888889
Ambient,2,2023-02-09,10:08,2023-02-09 10:08,74.098,23.38777778
Ambient,2,2023-02-09,10:23,2023-02-09 10:23,74.098,23.38777778
Ambient,2,2023-02-09,10:38,2023-02-09 10:38,73.753,23.19611111
Ambient,2,2023-02-09,10:53,2023-02-09 10:53,73.407,23.00388889
Ambient,2,2023-02-09,11:08,2023-02-09 11:08,73.062,22.81222222
Ambient,2,2023-02-09,11:23,2023-02-09 11:23,72.718,22.62111111
Ambient,2,2023-02-09,11:38,2023-02-09 11:38,72.372,22.42888889
Ambient,2,2023-02-09,11:53,2023-02-09 11:53,73.407,23.00388889
Ambient,2,2023-02-09,12:08,2023-02-09 12:08,74.098,23.38777778
Ambient,2,2023-02-09,12:23,2023-02-09 12:23,73.926,23.29222222
Ambient,2,2023-02-09,12:38,2023-02-09 12:38,73.58,23.1
Ambient,2,2023-02-09,12:53,2023-02-09 12:53,73.407,23.00388889
Ambient,2,2023-02-09,13:08,2023-02-09 13:08,73.062,22.81222222
Ambient,2,2023-02-09,13:23,2023-02-09 13:23,72.718,22.62111111
Ambient,2,2023-02-09,13:38,2023-02-09 13:38,72.545,22.525
Ambient,2,2023-02-09,13:53,2023-02-09 13:53,72.545,22.525
Ambient,2,2023-02-09,14:08,2023-02-09 14:08,74.271,23.48388889
Ambient,2,2023-02-09,14:23,2023-02-09 14:23,73.926,23.29222222
Ambient,2,2023-02-09,14:38,2023-02-09 14:38,73.753,23.19611111
Ambient,2,2023-02-09,14:53,2023-02-09 14:53,73.407,23.00388889
Ambient,2,2023-02-09,15:08,2023-02-09 15:08,73.062,22.81222222
Ambient,2,2023-02-09,15:23,2023-02-09 15:23,72.545,22.525
Ambient,2,2023-02-09,15:38,2023-02-09 15:38,73.58,23.1
Ambient,2,2023-02-09,15:53,2023-02-09 15:53,74.098,23.38777778
Ambient,2,2023-02-09,16:08,2023-02-09 16:08,73.926,23.29222222
Ambient,2,2023-02-09,16:23,2023-02-09 16:23,73.58,23.1
Ambient,2,2023-02-09,16:38,2023-02-09 16:38,73.234,22.90777778
Ambient,2,2023-02-09,16:53,2023-02-09 16:53,73.062,22.81222222
Ambient,2,2023-02-09,17:08,2023-02-09 17:08,73.58,23.1
Ambient,2,2023-02-09,17:23,2023-02-09 17:23,73.407,23.00388889
Ambient,2,2023-02-09,17:38,2023-02-09 17:38,73.926,23.29222222
Ambient,2,2023-02-09,17:53,2023-02-09 17:53,73.58,23.1
Ambient,2,2023-02-09,18:08,2023-02-09 18:08,73.234,22.90777778
Ambient,2,2023-02-09,18:23,2023-02-09 18:23,73.234,22.90777778
Ambient,2,2023-02-09,18:38,2023-02-09 18:38,73.234,22.90777778
Ambient,2,2023-02-09,18:53,2023-02-09 18:53,73.926,23.29222222
Ambient,2,2023-02-09,19:08,2023-02-09 19:08,73.58,23.1
Ambient,2,2023-02-09,19:23,2023-02-09 19:23,73.407,23.00388889
Ambient,2,2023-02-09,19:38,2023-02-09 19:38,73.58,23.1
Ambient,2,2023-02-09,19:53,2023-02-09 19:53,73.407,23.00388889
Ambient,2,2023-02-09,20:08,2023-02-09 20:08,73.926,23.29222222
Ambient,2,2023-02-09,20:23,2023-02-09 20:23,73.58,23.1
Ambient,2,2023-02-09,20:38,2023-02-09 20:38,73.234,22.90777778
Ambient,2,2023-02-09,20:53,2023-02-09 20:53,73.407,23.00388889
Ambient,2,2023-02-09,21:08,2023-02-09 21:08,73.234,22.90777778
Ambient,2,2023-02-09,21:23,2023-02-09 21:23,73.753,23.19611111
Ambient,2,2023-02-09,21:38,2023-02-09 21:38,73.407,23.00388889
Ambient,2,2023-02-09,21:53,2023-02-09 21:53,73.753,23.19611111
Ambient,2,2023-02-09,22:08,2023-02-09 22:08,73.58,23.1
Ambient,2,2023-02-09,22:23,2023-02-09 22:23,73.407,23.00388889
Ambient,2,2023-02-09,22:38,2023-02-09 22:38,73.58,23.1
Ambient,2,2023-02-09,22:53,2023-02-09 22:53,73.407,23.00388889
Ambient,2,2023-02-09,23:08,2023-02-09 23:08,73.926,23.29222222
Ambient,2,2023-02-09,23:23,2023-02-09 23:23,73.58,23.1
Ambient,2,2023-02-09,23:38,2023-02-09 23:38,73.407,23.00388889
Ambient,2,2023-02-09,23:53,2023-02-09 23:53,73.58,23.1
Ambient,2,2023-02-10,0:08,2023-02-10 00:08,73.407,23.00388889
Ambient,2,2023-02-10,0:23,2023-02-10 00:23,73.753,23.19611111
Ambient,2,2023-02-10,0:38,2023-02-10 00:38,73.407,23.00388889
Ambient,2,2023-02-10,0:53,2023-02-10 00:53,73.753,23.19611111
Ambient,2,2023-02-10,1:08,2023-02-10 01:08,73.58,23.1
Ambient,2,2023-02-10,1:23,2023-02-10 01:23,73.407,23.00388889
Ambient,2,2023-02-10,1:38,2023-02-10 01:38,73.753,23.19611111
Ambient,2,2023-02-10,1:53,2023-02-10 01:53,73.58,23.1
Ambient,2,2023-02-10,2:08,2023-02-10 02:08,73.234,22.90777778
Ambient,2,2023-02-10,2:23,2023-02-10 02:23,73.753,23.19611111
Ambient,2,2023-02-10,2:38,2023-02-10 02:38,73.58,23.1
Ambient,2,2023-02-10,2:53,2023-02-10 02:53,73.926,23.29222222
Ambient,2,2023-02-10,3:08,2023-02-10 03:08,73.753,23.19611111
Ambient,2,2023-02-10,3:23,2023-02-10 03:23,73.407,23.00388889
Ambient,2,2023-02-10,3:38,2023-02-10 03:38,73.753,23.19611111
Ambient,2,2023-02-10,3:53,2023-02-10 03:53,73.753,23.19611111
Ambient,2,2023-02-10,4:08,2023-02-10 04:08,73.407,23.00388889
Ambient,2,2023-02-10,4:23,2023-02-10 04:23,73.926,23.29222222
Ambient,2,2023-02-10,4:38,2023-02-10 04:38,73.58,23.1
Ambient,2,2023-02-10,4:53,2023-02-10 04:53,73.407,23.00388889
Ambient,2,2023-02-10,5:08,2023-02-10 05:08,73.753,23.19611111
Ambient,2,2023-02-10,5:23,2023-02-10 05:23,73.58,23.1
Ambient,2,2023-02-10,5:38,2023-02-10 05:38,73.407,23.00388889
Ambient,2,2023-02-10,5:53,2023-02-10 05:53,73.753,23.19611111
Ambient,2,2023-02-10,6:08,2023-02-10 06:08,73.58,23.1
Ambient,2,2023-02-10,6:23,2023-02-10 06:23,73.926,23.29222222
Ambient,2,2023-02-10,6:38,2023-02-10 06:38,73.753,23.19611111
Ambient,2,2023-02-10,6:53,2023-02-10 06:53,73.58,23.1
Ambient,2,2023-02-10,7:08,2023-02-10 07:08,73.58,23.1
Ambient,2,2023-02-10,7:23,2023-02-10 07:23,73.58,23.1
Ambient,2,2023-02-10,7:38,2023-02-10 07:38,73.407,23.00388889
Ambient,2,2023-02-10,7:53,2023-02-10 07:53,73.926,23.29222222
Ambient,2,2023-02-10,8:08,2023-02-10 08:08,73.58,23.1
Ambient,2,2023-02-10,8:23,2023-02-10 08:23,73.234,22.90777778
Ambient,2,2023-02-10,8:38,2023-02-10 08:38,73.753,23.19611111
Ambient,2,2023-02-10,8:53,2023-02-10 08:53,73.407,23.00388889
Ambient,2,2023-02-10,9:08,2023-02-10 09:08,73.926,23.29222222
Ambient,2,2023-02-10,9:23,2023-02-10 09:23,73.58,23.1
Ambient,2,2023-02-10,9:38,2023-02-10 09:38,73.58,23.1
Ambient,2,2023-02-10,9:53,2023-02-10 09:53,73.753,23.19611111
Ambient,2,2023-02-10,10:08,2023-02-10 10:08,73.407,23.00388889
Ambient,2,2023-02-10,10:23,2023-02-10 10:23,73.926,23.29222222
Ambient,2,2023-02-10,10:38,2023-02-10 10:38,73.58,23.1
Ambient,2,2023-02-10,10:53,2023-02-10 10:53,73.407,23.00388889
Ambient,2,2023-02-10,11:08,2023-02-10 11:08,73.58,23.1
Ambient,2,2023-02-10,11:23,2023-02-10 11:23,73.407,23.00388889
Ambient,2,2023-02-10,11:38,2023-02-10 11:38,73.753,23.19611111
Ambient,2,2023-02-10,11:53,2023-02-10 11:53,73.58,23.1
Ambient,2,2023-02-10,12:08,2023-02-10 12:08,73.58,23.1
Ambient,2,2023-02-10,12:23,2023-02-10 12:23,73.58,23.1
Ambient,2,2023-02-10,12:38,2023-02-10 12:38,73.926,23.29222222
Ambient,2,2023-02-10,12:53,2023-02-10 12:53,73.753,23.19611111
Ambient,2,2023-02-10,13:08,2023-02-10 13:08,73.407,23.00388889
Ambient,2,2023-02-10,13:23,2023-02-10 13:23,73.58,23.1
Ambient,2,2023-02-10,13:38,2023-02-10 13:38,73.407,23.00388889
Ambient,2,2023-02-10,13:53,2023-02-10 13:53,73.58,23.1
Ambient,2,2023-02-10,14:08,2023-02-10 14:08,73.58,23.1
Ambient,2,2023-02-10,14:23,2023-02-10 14:23,73.58,23.1
Ambient,2,2023-02-10,14:38,2023-02-10 14:38,73.753,23.19611111
Ambient,2,2023-02-10,14:53,2023-02-10 14:53,73.58,23.1
Ambient,2,2023-02-10,15:08,2023-02-10 15:08,73.062,22.81222222
Ambient,2,2023-02-10,15:23,2023-02-10 15:23,72.718,22.62111111
Ambient,2,2023-02-10,15:38,2023-02-10 15:38,72.199,22.33277778
Ambient,2,2023-02-10,15:53,2023-02-10 15:53,74.271,23.48388889
Ambient,2,2023-02-10,16:08,2023-02-10 16:08,74.271,23.48388889
Ambient,2,2023-02-10,16:23,2023-02-10 16:23,73.753,23.19611111
Ambient,2,2023-02-10,16:38,2023-02-10 16:38,73.234,22.90777778
Ambient,2,2023-02-10,16:53,2023-02-10 16:53,72.718,22.62111111
Ambient,2,2023-02-10,17:08,2023-02-10 17:08,72.372,22.42888889
Ambient,2,2023-02-10,17:23,2023-02-10 17:23,74.098,23.38777778
Ambient,2,2023-02-10,17:38,2023-02-10 17:38,74.446,23.58111111
Ambient,2,2023-02-10,17:53,2023-02-10 17:53,73.753,23.19611111
Ambient,2,2023-02-10,18:08,2023-02-10 18:08,73.234,22.90777778
Ambient,2,2023-02-10,18:23,2023-02-10 18:23,72.718,22.62111111
Ambient,2,2023-02-10,18:38,2023-02-10 18:38,72.372,22.42888889
Ambient,2,2023-02-10,18:53,2023-02-10 18:53,74.446,23.58111111
Ambient,2,2023-02-10,19:08,2023-02-10 19:08,74.446,23.58111111
Ambient,2,2023-02-10,19:23,2023-02-10 19:23,73.753,23.19611111
Ambient,2,2023-02-10,19:38,2023-02-10 19:38,73.062,22.81222222
Ambient,2,2023-02-10,19:53,2023-02-10 19:53,72.545,22.525
Ambient,2,2023-02-10,20:08,2023-02-10 20:08,72.718,22.62111111
Ambient,2,2023-02-10,20:23,2023-02-10 20:23,74.619,23.67722222
Ambient,2,2023-02-10,20:38,2023-02-10 20:38,74.098,23.38777778
Ambient,2,2023-02-10,20:53,2023-02-10 20:53,73.407,23.00388889
Ambient,2,2023-02-10,21:08,2023-02-10 21:08,72.891,22.71722222
Ambient,2,2023-02-10,21:23,2023-02-10 21:23,72.372,22.42888889
Ambient,2,2023-02-10,21:38,2023-02-10 21:38,73.926,23.29222222
Ambient,2,2023-02-10,21:53,2023-02-10 21:53,74.446,23.58111111
Ambient,2,2023-02-10,22:08,2023-02-10 22:08,73.926,23.29222222
Ambient,2,2023-02-10,22:23,2023-02-10 22:23,73.234,22.90777778
Ambient,2,2023-02-10,22:38,2023-02-10 22:38,72.718,22.62111111
Ambient,2,2023-02-10,22:53,2023-02-10 22:53,72.199,22.33277778
Ambient,2,2023-02-10,23:08,2023-02-10 23:08,74.446,23.58111111
Ambient,2,2023-02-10,23:23,2023-02-10 23:23,74.446,23.58111111
Ambient,2,2023-02-10,23:38,2023-02-10 23:38,73.753,23.19611111
Ambient,2,2023-02-10,23:53,2023-02-10 23:53,73.062,22.81222222
Ambient,2,2023-02-11,0:08,2023-02-11 00:08,72.545,22.525
Ambient,2,2023-02-11,0:23,2023-02-11 00:23,72.372,22.42888889
Ambient,2,2023-02-11,0:38,2023-02-11 00:38,74.619,23.67722222
Ambient,2,2023-02-11,0:53,2023-02-11 00:53,74.271,23.48388889
Ambient,2,2023-02-11,1:08,2023-02-11 01:08,73.58,23.1
Ambient,2,2023-02-11,1:23,2023-02-11 01:23,73.062,22.81222222
Ambient,2,2023-02-11,1:38,2023-02-11 01:38,72.545,22.525
Ambient,2,2023-02-11,1:53,2023-02-11 01:53,73.234,22.90777778
Ambient,2,2023-02-11,2:08,2023-02-11 02:08,74.619,23.67722222
Ambient,2,2023-02-11,2:23,2023-02-11 02:23,74.098,23.38777778
Ambient,2,2023-02-11,2:38,2023-02-11 02:38,73.407,23.00388889
Ambient,2,2023-02-11,2:53,2023-02-11 02:53,72.718,22.62111111
Ambient,2,2023-02-11,3:08,2023-02-11 03:08,72.372,22.42888889
Ambient,2,2023-02-11,3:23,2023-02-11 03:23,74.619,23.67722222
Ambient,2,2023-02-11,3:38,2023-02-11 03:38,74.271,23.48388889
Ambient,2,2023-02-11,3:53,2023-02-11 03:53,73.58,23.1
Ambient,2,2023-02-11,4:08,2023-02-11 04:08,72.891,22.71722222
Ambient,2,2023-02-11,4:23,2023-02-11 04:23,72.372,22.42888889
Ambient,2,2023-02-11,4:38,2023-02-11 04:38,74.446,23.58111111
Ambient,2,2023-02-11,4:53,2023-02-11 04:53,74.446,23.58111111
Ambient,2,2023-02-11,5:08,2023-02-11 05:08,73.753,23.19611111
Ambient,2,2023-02-11,5:23,2023-02-11 05:23,73.062,22.81222222
Ambient,2,2023-02-11,5:38,2023-02-11 05:38,72.372,22.42888889
Ambient,2,2023-02-11,5:53,2023-02-11 05:53,73.926,23.29222222
Ambient,2,2023-02-11,6:08,2023-02-11 06:08,74.446,23.58111111
Ambient,2,2023-02-11,6:23,2023-02-11 06:23,73.926,23.29222222
Ambient,2,2023-02-11,6:38,2023-02-11 06:38,73.234,22.90777778
Ambient,2,2023-02-11,6:53,2023-02-11 06:53,72.718,22.62111111
Ambient,2,2023-02-11,7:08,2023-02-11 07:08,72.372,22.42888889
Ambient,2,2023-02-11,7:23,2023-02-11 07:23,74.619,23.67722222
Ambient,2,2023-02-11,7:38,2023-02-11 07:38,74.271,23.48388889
Ambient,2,2023-02-11,7:53,2023-02-11 07:53,73.753,23.19611111
Ambient,2,2023-02-11,8:08,2023-02-11 08:08,73.062,22.81222222
Ambient,2,2023-02-11,8:23,2023-02-11 08:23,72.545,22.525
Ambient,2,2023-02-11,8:38,2023-02-11 08:38,72.718,22.62111111
Ambient,2,2023-02-11,8:53,2023-02-11 08:53,74.791,23.77277778
Ambient,2,2023-02-11,9:08,2023-02-11 09:08,74.271,23.48388889
Ambient,2,2023-02-11,9:23,2023-02-11 09:23,73.58,23.1
Ambient,2,2023-02-11,9:38,2023-02-11 09:38,72.891,22.71722222
Ambient,2,2023-02-11,9:53,2023-02-11 09:53,72.372,22.42888889
Ambient,2,2023-02-11,10:08,2023-02-11 10:08,73.753,23.19611111
Ambient,2,2023-02-11,10:23,2023-02-11 10:23,74.619,23.67722222
Ambient,2,2023-02-11,10:38,2023-02-11 10:38,73.926,23.29222222
Ambient,2,2023-02-11,10:53,2023-02-11 10:53,73.407,23.00388889
Ambient,2,2023-02-11,11:08,2023-02-11 11:08,72.718,22.62111111
Ambient,2,2023-02-11,11:23,2023-02-11 11:23,72.199,22.33277778
Ambient,2,2023-02-11,11:38,2023-02-11 11:38,74.446,23.58111111
Ambient,2,2023-02-11,11:53,2023-02-11 11:53,74.446,23.58111111
Ambient,2,2023-02-11,12:08,2023-02-11 12:08,73.753,23.19611111
Ambient,2,2023-02-11,12:23,2023-02-11 12:23,73.234,22.90777778
Ambient,2,2023-02-11,12:38,2023-02-11 12:38,72.718,22.62111111
Ambient,2,2023-02-11,12:53,2023-02-11 12:53,72.199,22.33277778
Ambient,2,2023-02-11,13:08,2023-02-11 13:08,74.446,23.58111111
Ambient,2,2023-02-11,13:23,2023-02-11 13:23,74.098,23.38777778
Ambient,2,2023-02-11,13:38,2023-02-11 13:38,73.58,23.1
Ambient,2,2023-02-11,13:53,2023-02-11 13:53,72.891,22.71722222
Ambient,2,2023-02-11,14:08,2023-02-11 14:08,72.545,22.525
Ambient,2,2023-02-11,14:23,2023-02-11 14:23,72.028,22.23777778
Ambient,2,2023-02-11,14:38,2023-02-11 14:38,73.926,23.29222222
Ambient,2,2023-02-11,14:53,2023-02-11 14:53,73.58,23.1
Ambient,2,2023-02-11,15:08,2023-02-11 15:08,73.062,22.81222222
Ambient,2,2023-02-11,15:23,2023-02-11 15:23,72.545,22.525
Ambient,2,2023-02-11,15:38,2023-02-11 15:38,72.199,22.33277778
Ambient,2,2023-02-11,15:53,2023-02-11 15:53,73.234,22.90777778
Ambient,2,2023-02-11,16:08,2023-02-11 16:08,72.891,22.71722222
Ambient,2,2023-02-11,16:23,2023-02-11 16:23,72.372,22.42888889
Ambient,2,2023-02-11,16:38,2023-02-11 16:38,73.062,22.81222222
Ambient,2,2023-02-11,16:53,2023-02-11 16:53,73.234,22.90777778
Ambient,2,2023-02-11,17:08,2023-02-11 17:08,72.718,22.62111111
Ambient,2,2023-02-11,17:23,2023-02-11 17:23,72.372,22.42888889
Ambient,2,2023-02-11,17:38,2023-02-11 17:38,73.407,23.00388889
Ambient,2,2023-02-11,17:53,2023-02-11 17:53,73.062,22.81222222
Ambient,2,2023-02-11,18:08,2023-02-11 18:08,72.545,22.525
Ambient,2,2023-02-11,18:23,2023-02-11 18:23,72.199,22.33277778
Ambient,2,2023-02-11,18:38,2023-02-11 18:38,73.407,23.00388889
Ambient,2,2023-02-11,18:53,2023-02-11 18:53,73.062,22.81222222
Ambient,2,2023-02-11,19:08,2023-02-11 19:08,72.545,22.525
Ambient,2,2023-02-11,19:23,2023-02-11 19:23,72.545,22.525
Ambient,2,2023-02-11,19:38,2023-02-11 19:38,73.234,22.90777778
Ambient,2,2023-02-11,19:53,2023-02-11 19:53,72.718,22.62111111
Ambient,2,2023-02-11,20:08,2023-02-11 20:08,72.372,22.42888889
Ambient,2,2023-02-11,20:23,2023-02-11 20:23,73.062,22.81222222
Ambient,2,2023-02-11,20:38,2023-02-11 20:38,72.718,22.62111111
Ambient,2,2023-02-11,20:53,2023-02-11 20:53,72.199,22.33277778
Ambient,2,2023-02-11,21:08,2023-02-11 21:08,73.062,22.81222222
Ambient,2,2023-02-11,21:23,2023-02-11 21:23,72.545,22.525
Ambient,2,2023-02-11,21:38,2023-02-11 21:38,72.199,22.33277778
Ambient,2,2023-02-11,21:53,2023-02-11 21:53,73.234,22.90777778
Ambient,2,2023-02-11,22:08,2023-02-11 22:08,72.718,22.62111111
Ambient,2,2023-02-11,22:23,2023-02-11 22:23,72.199,22.33277778
Ambient,2,2023-02-11,22:38,2023-02-11 22:38,73.234,22.90777778
Ambient,2,2023-02-11,22:53,2023-02-11 22:53,72.891,22.71722222
Ambient,2,2023-02-11,23:08,2023-02-11 23:08,72.372,22.42888889
Ambient,2,2023-02-11,23:23,2023-02-11 23:23,72.891,22.71722222
Ambient,2,2023-02-11,23:38,2023-02-11 23:38,73.062,22.81222222
Ambient,2,2023-02-11,23:53,2023-02-11 23:53,72.545,22.525
Ambient,2,2023-02-12,0:08,2023-02-12 00:08,72.372,22.42888889
Ambient,2,2023-02-12,0:23,2023-02-12 00:23,73.062,22.81222222
Ambient,2,2023-02-12,0:38,2023-02-12 00:38,72.545,22.525
Ambient,2,2023-02-12,0:53,2023-02-12 00:53,72.372,22.42888889
Ambient,2,2023-02-12,1:08,2023-02-12 01:08,73.234,22.90777778
Ambient,2,2023-02-12,1:23,2023-02-12 01:23,72.718,22.62111111
Ambient,2,2023-02-12,1:38,2023-02-12 01:38,72.199,22.33277778
Ambient,2,2023-02-12,1:53,2023-02-12 01:53,73.062,22.81222222
Ambient,2,2023-02-12,2:08,2023-02-12 02:08,72.545,22.525
Ambient,2,2023-02-12,2:23,2023-02-12 02:23,72.372,22.42888889
Ambient,2,2023-02-12,2:38,2023-02-12 02:38,73.062,22.81222222
Ambient,2,2023-02-12,2:53,2023-02-12 02:53,72.545,22.525
Ambient,2,2023-02-12,3:08,2023-02-12 03:08,72.199,22.33277778
Ambient,2,2023-02-12,3:23,2023-02-12 03:23,73.234,22.90777778
Ambient,2,2023-02-12,3:38,2023-02-12 03:38,72.718,22.62111111
Ambient,2,2023-02-12,3:53,2023-02-12 03:53,72.199,22.33277778
Ambient,2,2023-02-12,4:08,2023-02-12 04:08,73.234,22.90777778
Ambient,2,2023-02-12,4:23,2023-02-12 04:23,72.718,22.62111111
Ambient,2,2023-02-12,4:38,2023-02-12 04:38,72.199,22.33277778
Ambient,2,2023-02-12,4:53,2023-02-12 04:53,73.062,22.81222222
Ambient,2,2023-02-12,5:08,2023-02-12 05:08,72.545,22.525
Ambient,2,2023-02-12,5:23,2023-02-12 05:23,72.545,22.525
Ambient,2,2023-02-12,5:38,2023-02-12 05:38,73.062,22.81222222
Ambient,2,2023-02-12,5:53,2023-02-12 05:53,72.545,22.525
Ambient,2,2023-02-12,6:08,2023-02-12 06:08,72.372,22.42888889
Ambient,2,2023-02-12,6:23,2023-02-12 06:23,73.062,22.81222222
Ambient,2,2023-02-12,6:38,2023-02-12 06:38,72.545,22.525
Ambient,2,2023-02-12,6:53,2023-02-12 06:53,72.545,22.525
Ambient,2,2023-02-12,7:08,2023-02-12 07:08,72.891,22.71722222
Ambient,2,2023-02-12,7:23,2023-02-12 07:23,72.372,22.42888889
Ambient,2,2023-02-12,7:38,2023-02-12 07:38,72.891,22.71722222
Ambient,2,2023-02-12,7:53,2023-02-12 07:53,73.062,22.81222222
Ambient,2,2023-02-12,8:08,2023-02-12 08:08,72.545,22.525
Ambient,2,2023-02-12,8:23,2023-02-12 08:23,72.199,22.33277778
Ambient,2,2023-02-12,8:38,2023-02-12 08:38,73.407,23.00388889
Ambient,2,2023-02-12,8:53,2023-02-12 08:53,72.891,22.71722222
Ambient,2,2023-02-12,9:08,2023-02-12 09:08,72.545,22.525
Ambient,2,2023-02-12,9:23,2023-02-12 09:23,72.372,22.42888889
Ambient,2,2023-02-12,9:38,2023-02-12 09:38,73.58,23.1
Ambient,2,2023-02-12,9:53,2023-02-12 09:53,73.062,22.81222222
Ambient,2,2023-02-12,10:08,2023-02-12 10:08,72.718,22.62111111
Ambient,2,2023-02-12,10:23,2023-02-12 10:23,72.199,22.33277778
Ambient,2,2023-02-12,10:38,2023-02-12 10:38,73.407,23.00388889
Ambient,2,2023-02-12,10:53,2023-02-12 10:53,73.062,22.81222222
Ambient,2,2023-02-12,11:08,2023-02-12 11:08,72.545,22.525
Ambient,2,2023-02-12,11:23,2023-02-12 11:23,72.199,22.33277778
Ambient,2,2023-02-12,11:38,2023-02-12 11:38,73.407,23.00388889
Ambient,2,2023-02-12,11:53,2023-02-12 11:53,73.062,22.81222222
Ambient,2,2023-02-12,12:08,2023-02-12 12:08,72.545,22.525
Ambient,2,2023-02-12,12:23,2023-02-12 12:23,72.199,22.33277778
Ambient,2,2023-02-12,12:38,2023-02-12 12:38,73.926,23.29222222
Ambient,2,2023-02-12,12:53,2023-02-12 12:53,73.58,23.1
Ambient,2,2023-02-12,13:08,2023-02-12 13:08,73.062,22.81222222
Ambient,2,2023-02-12,13:23,2023-02-12 13:23,72.545,22.525
Ambient,2,2023-02-12,13:38,2023-02-12 13:38,72.199,22.33277778
Ambient,2,2023-02-12,13:53,2023-02-12 13:53,73.926,23.29222222
Ambient,2,2023-02-12,14:08,2023-02-12 14:08,73.407,23.00388889
Ambient,2,2023-02-12,14:23,2023-02-12 14:23,72.891,22.71722222
Ambient,2,2023-02-12,14:38,2023-02-12 14:38,72.372,22.42888889
Ambient,2,2023-02-12,14:53,2023-02-12 14:53,73.234,22.90777778
Ambient,2,2023-02-12,15:08,2023-02-12 15:08,73.753,23.19611111
Ambient,2,2023-02-12,15:23,2023-02-12 15:23,73.234,22.90777778
Ambient,2,2023-02-12,15:38,2023-02-12 15:38,72.718,22.62111111
Ambient,2,2023-02-12,15:53,2023-02-12 15:53,72.199,22.33277778
Ambient,2,2023-02-12,16:08,2023-02-12 16:08,73.926,23.29222222
Ambient,2,2023-02-12,16:23,2023-02-12 16:23,73.753,23.19611111
Ambient,2,2023-02-12,16:38,2023-02-12 16:38,73.234,22.90777778
Ambient,2,2023-02-12,16:53,2023-02-12 16:53,72.718,22.62111111
Ambient,2,2023-02-12,17:08,2023-02-12 17:08,72.199,22.33277778
Ambient,2,2023-02-12,17:23,2023-02-12 17:23,73.58,23.1
Ambient,2,2023-02-12,17:38,2023-02-12 17:38,73.062,22.81222222
Ambient,2,2023-02-12,17:53,2023-02-12 17:53,72.718,22.62111111
Ambient,2,2023-02-12,18:08,2023-02-12 18:08,72.199,22.33277778
Ambient,2,2023-02-12,18:23,2023-02-12 18:23,73.58,23.1
Ambient,2,2023-02-12,18:38,2023-02-12 18:38,73.062,22.81222222
Ambient,2,2023-02-12,18:53,2023-02-12 18:53,72.545,22.525
Ambient,2,2023-02-12,19:08,2023-02-12 19:08,72.199,22.33277778
Ambient,2,2023-02-12,19:23,2023-02-12 19:23,73.407,23.00388889
Ambient,2,2023-02-12,19:38,2023-02-12 19:38,72.891,22.71722222
Ambient,2,2023-02-12,19:53,2023-02-12 19:53,72.372,22.42888889
Ambient,2,2023-02-12,20:08,2023-02-12 20:08,73.234,22.90777778
Ambient,2,2023-02-12,20:23,2023-02-12 20:23,73.062,22.81222222
Ambient,2,2023-02-12,20:38,2023-02-12 20:38,72.545,22.525
Ambient,2,2023-02-12,20:53,2023-02-12 20:53,72.718,22.62111111
Ambient,2,2023-02-12,21:08,2023-02-12 21:08,73.234,22.90777778
Ambient,2,2023-02-12,21:23,2023-02-12 21:23,72.718,22.62111111
Ambient,2,2023-02-12,21:38,2023-02-12 21:38,72.199,22.33277778
Ambient,2,2023-02-12,21:53,2023-02-12 21:53,73.407,23.00388889
Ambient,2,2023-02-12,22:08,2023-02-12 22:08,72.891,22.71722222
Ambient,2,2023-02-12,22:23,2023-02-12 22:23,72.372,22.42888889
Ambient,2,2023-02-12,22:38,2023-02-12 22:38,73.407,23.00388889
Ambient,2,2023-02-12,22:53,2023-02-12 22:53,73.062,22.81222222
Ambient,2,2023-02-12,23:08,2023-02-12 23:08,72.545,22.525
Ambient,2,2023-02-12,23:23,2023-02-12 23:23,72.372,22.42888889
Ambient,2,2023-02-12,23:38,2023-02-12 23:38,73.234,22.90777778
Ambient,2,2023-02-12,23:53,2023-02-12 23:53,72.718,22.62111111
Ambient,2,2023-02-13,0:08,2023-02-13 00:08,72.199,22.33277778
Ambient,2,2023-02-13,0:23,2023-02-13 00:23,73.58,23.1
Ambient,2,2023-02-13,0:38,2023-02-13 00:38,73.062,22.81222222
Ambient,2,2023-02-13,0:53,2023-02-13 00:53,72.372,22.42888889
